areaName,Borough,areaType,Attribute,Value
Red Hook,Brooklyn,neighborhood,2021-02,2500
Red Hook,Brooklyn,neighborhood,2021-03,2300
Red Hook,Brooklyn,neighborhood,2021-04,2300
Red Hook,Brooklyn,neighborhood,2021-05,2300
Red Hook,Brooklyn,neighborhood,2021-06,2400
Red Hook,Brooklyn,neighborhood,2021-07,2300
Red Hook,Brooklyn,neighborhood,2021-08,2200
Rego Park,Queens,neighborhood,2010-01,1375
Rego Park,Queens,neighborhood,2010-02,1400
Rego Park,Queens,neighborhood,2010-03,1425
Rego Park,Queens,neighborhood,2010-04,1300
Rego Park,Queens,neighborhood,2010-05,1400
Rego Park,Queens,neighborhood,2010-06,1718
Rego Park,Queens,neighborhood,2010-07,1635
Rego Park,Queens,neighborhood,2010-08,1568
Rego Park,Queens,neighborhood,2010-09,1350
Rego Park,Queens,neighborhood,2010-10,1375
Rego Park,Queens,neighborhood,2010-11,1400
Rego Park,Queens,neighborhood,2010-12,1400
Rego Park,Queens,neighborhood,2011-01,1500
Rego Park,Queens,neighborhood,2011-02,1500
Rego Park,Queens,neighborhood,2011-03,1500
Rego Park,Queens,neighborhood,2011-04,1618
Rego Park,Queens,neighborhood,2011-05,1775
Rego Park,Queens,neighborhood,2011-06,1700
Rego Park,Queens,neighborhood,2011-07,1575
Rego Park,Queens,neighborhood,2011-08,1450
Rego Park,Queens,neighborhood,2011-09,1500
Rego Park,Queens,neighborhood,2011-10,1550
Rego Park,Queens,neighborhood,2011-11,1675
Rego Park,Queens,neighborhood,2011-12,1525
Rego Park,Queens,neighborhood,2012-01,1610
Rego Park,Queens,neighborhood,2012-02,1550
Rego Park,Queens,neighborhood,2012-03,1525
Rego Park,Queens,neighborhood,2012-04,1400
Rego Park,Queens,neighborhood,2012-05,1540
Rego Park,Queens,neighborhood,2012-06,1525
Rego Park,Queens,neighborhood,2012-07,1500
Rego Park,Queens,neighborhood,2012-08,1500
Rego Park,Queens,neighborhood,2012-09,1465
Rego Park,Queens,neighborhood,2012-10,1500
Rego Park,Queens,neighborhood,2012-11,1500
Rego Park,Queens,neighborhood,2012-12,1550
Rego Park,Queens,neighborhood,2013-01,1600
Rego Park,Queens,neighborhood,2013-02,1600
Rego Park,Queens,neighborhood,2013-03,1600
Rego Park,Queens,neighborhood,2013-04,1563
Rego Park,Queens,neighborhood,2013-05,1450
Rego Park,Queens,neighborhood,2013-06,1582
Rego Park,Queens,neighborhood,2013-07,1800
Rego Park,Queens,neighborhood,2013-08,1675
Rego Park,Queens,neighborhood,2013-09,1700
Rego Park,Queens,neighborhood,2013-10,1788
Rego Park,Queens,neighborhood,2013-11,1700
Rego Park,Queens,neighborhood,2013-12,1704
Rego Park,Queens,neighborhood,2014-01,1717
Rego Park,Queens,neighborhood,2014-02,1800
Rego Park,Queens,neighborhood,2014-03,1800
Rego Park,Queens,neighborhood,2014-04,1725
Rego Park,Queens,neighborhood,2014-05,1725
Rego Park,Queens,neighborhood,2014-06,1725
Rego Park,Queens,neighborhood,2014-07,1765
Rego Park,Queens,neighborhood,2014-08,1800
Rego Park,Queens,neighborhood,2014-09,1850
Rego Park,Queens,neighborhood,2014-10,1850
Rego Park,Queens,neighborhood,2014-11,1850
Rego Park,Queens,neighborhood,2014-12,1925
Rego Park,Queens,neighborhood,2015-01,1900
Rego Park,Queens,neighborhood,2015-02,1900
Rego Park,Queens,neighborhood,2015-03,1900
Rego Park,Queens,neighborhood,2015-04,1850
Rego Park,Queens,neighborhood,2015-05,1875
Rego Park,Queens,neighborhood,2015-06,1900
Rego Park,Queens,neighborhood,2015-07,1998
Rego Park,Queens,neighborhood,2015-08,2000
Rego Park,Queens,neighborhood,2015-09,2000
Rego Park,Queens,neighborhood,2015-10,2100
Rego Park,Queens,neighborhood,2015-11,2100
Rego Park,Queens,neighborhood,2015-12,2100
Rego Park,Queens,neighborhood,2016-01,2150
Rego Park,Queens,neighborhood,2016-02,2200
Rego Park,Queens,neighborhood,2016-03,2100
Rego Park,Queens,neighborhood,2016-04,2100
Rego Park,Queens,neighborhood,2016-05,2150
Rego Park,Queens,neighborhood,2016-06,2100
Rego Park,Queens,neighborhood,2016-07,2200
Rego Park,Queens,neighborhood,2016-08,2300
Rego Park,Queens,neighborhood,2016-09,2325
Rego Park,Queens,neighborhood,2016-10,2300
Rego Park,Queens,neighborhood,2016-11,2300
Rego Park,Queens,neighborhood,2016-12,2370
Rego Park,Queens,neighborhood,2017-01,2200
Rego Park,Queens,neighborhood,2017-02,2158
Rego Park,Queens,neighborhood,2017-03,2150
Rego Park,Queens,neighborhood,2017-04,2127
Rego Park,Queens,neighborhood,2017-05,2075
Rego Park,Queens,neighborhood,2017-06,2185
Rego Park,Queens,neighborhood,2017-07,2175
Rego Park,Queens,neighborhood,2017-08,2300
Rego Park,Queens,neighborhood,2017-09,2200
Rego Park,Queens,neighborhood,2017-10,2200
Rego Park,Queens,neighborhood,2017-11,2000
Rego Park,Queens,neighborhood,2017-12,2000
Rego Park,Queens,neighborhood,2018-01,2050
Rego Park,Queens,neighborhood,2018-02,2000
Rego Park,Queens,neighborhood,2018-03,2035
Rego Park,Queens,neighborhood,2018-04,2048
Rego Park,Queens,neighborhood,2018-05,2000
Rego Park,Queens,neighborhood,2018-06,1960
Rego Park,Queens,neighborhood,2018-07,2095
Rego Park,Queens,neighborhood,2018-08,2150
Rego Park,Queens,neighborhood,2018-09,2104
Rego Park,Queens,neighborhood,2018-10,2121
Rego Park,Queens,neighborhood,2018-11,2025
Rego Park,Queens,neighborhood,2018-12,2050
Rego Park,Queens,neighborhood,2019-01,1998
Rego Park,Queens,neighborhood,2019-02,2054
Rego Park,Queens,neighborhood,2019-03,2138
Rego Park,Queens,neighborhood,2019-04,2095
Rego Park,Queens,neighborhood,2019-05,1950
Rego Park,Queens,neighborhood,2019-06,2052
Rego Park,Queens,neighborhood,2019-07,2100
Rego Park,Queens,neighborhood,2019-08,2150
Rego Park,Queens,neighborhood,2019-09,2200
Rego Park,Queens,neighborhood,2019-10,2000
Rego Park,Queens,neighborhood,2019-11,2111
Rego Park,Queens,neighborhood,2019-12,2101
Rego Park,Queens,neighborhood,2020-01,2105
Rego Park,Queens,neighborhood,2020-02,2100
Rego Park,Queens,neighborhood,2020-03,2100
Rego Park,Queens,neighborhood,2020-04,2100
Rego Park,Queens,neighborhood,2020-05,2100
Rego Park,Queens,neighborhood,2020-06,2100
Rego Park,Queens,neighborhood,2020-07,1945
Rego Park,Queens,neighborhood,2020-08,1900
Rego Park,Queens,neighborhood,2020-09,1945
Rego Park,Queens,neighborhood,2020-10,1900
Rego Park,Queens,neighborhood,2020-11,1925
Rego Park,Queens,neighborhood,2020-12,1940
Rego Park,Queens,neighborhood,2021-01,2000
Rego Park,Queens,neighborhood,2021-02,2000
Rego Park,Queens,neighborhood,2021-03,1850
Rego Park,Queens,neighborhood,2021-04,1950
Rego Park,Queens,neighborhood,2021-05,2000
Rego Park,Queens,neighborhood,2021-06,2000
Rego Park,Queens,neighborhood,2021-07,2100
Rego Park,Queens,neighborhood,2021-08,1950
Richmond Hill,Queens,neighborhood,2013-11,1500
Richmond Hill,Queens,neighborhood,2015-01,1400
Richmond Hill,Queens,neighborhood,2015-02,1500
Richmond Hill,Queens,neighborhood,2015-03,1600
Richmond Hill,Queens,neighborhood,2015-06,1600
Richmond Hill,Queens,neighborhood,2015-07,1575
Richmond Hill,Queens,neighborhood,2015-11,1575
Richmond Hill,Queens,neighborhood,2015-12,1500
Richmond Hill,Queens,neighborhood,2016-01,1400
Richmond Hill,Queens,neighborhood,2016-02,1450
Richmond Hill,Queens,neighborhood,2016-03,1725
Richmond Hill,Queens,neighborhood,2017-01,1650
Richmond Hill,Queens,neighborhood,2017-02,1650
Richmond Hill,Queens,neighborhood,2017-06,1700
Richmond Hill,Queens,neighborhood,2017-07,1700
Richmond Hill,Queens,neighborhood,2018-03,2100
Richmond Hill,Queens,neighborhood,2018-04,1775
Richmond Hill,Queens,neighborhood,2018-05,1625
Richmond Hill,Queens,neighborhood,2018-09,1900
Richmond Hill,Queens,neighborhood,2018-10,1850
Richmond Hill,Queens,neighborhood,2018-11,1650
Richmond Hill,Queens,neighborhood,2018-12,1650
Richmond Hill,Queens,neighborhood,2019-01,1788
Richmond Hill,Queens,neighborhood,2019-05,1675
Richmond Hill,Queens,neighborhood,2019-06,1713
Richmond Hill,Queens,neighborhood,2019-07,1688
Richmond Hill,Queens,neighborhood,2019-08,1695
Richmond Hill,Queens,neighborhood,2019-10,1675
Richmond Hill,Queens,neighborhood,2019-11,2050
Richmond Hill,Queens,neighborhood,2019-12,1850
Richmond Hill,Queens,neighborhood,2020-01,1850
Richmond Hill,Queens,neighborhood,2020-02,1850
Richmond Hill,Queens,neighborhood,2020-05,1900
Richmond Hill,Queens,neighborhood,2020-06,1900
Richmond Hill,Queens,neighborhood,2020-08,1700
Richmond Hill,Queens,neighborhood,2021-01,1900
Richmond Hill,Queens,neighborhood,2021-02,1938
Richmond Hill,Queens,neighborhood,2021-03,1900
Richmond Hill,Queens,neighborhood,2021-04,1850
Richmond Hill,Queens,neighborhood,2021-05,1725
Richmond Hill,Queens,neighborhood,2021-06,1725
Richmond Hill,Queens,neighborhood,2021-07,1900
Richmond Hill,Queens,neighborhood,2021-08,1875
Ridgewood,Queens,neighborhood,2011-10,1525
Ridgewood,Queens,neighborhood,2011-11,1500
Ridgewood,Queens,neighborhood,2012-02,2915
Ridgewood,Queens,neighborhood,2012-03,2915
Ridgewood,Queens,neighborhood,2012-04,2760
Ridgewood,Queens,neighborhood,2012-05,1950
Ridgewood,Queens,neighborhood,2012-06,2567
Ridgewood,Queens,neighborhood,2012-07,2590
Ridgewood,Queens,neighborhood,2012-08,2613
Ridgewood,Queens,neighborhood,2012-09,1600
Ridgewood,Queens,neighborhood,2012-10,2399
Ridgewood,Queens,neighborhood,2012-11,2338
Ridgewood,Queens,neighborhood,2012-12,2384
Ridgewood,Queens,neighborhood,2013-01,2392
Ridgewood,Queens,neighborhood,2013-02,2292
Ridgewood,Queens,neighborhood,2013-03,2246
Ridgewood,Queens,neighborhood,2013-04,2292
Ridgewood,Queens,neighborhood,2013-05,2050
Ridgewood,Queens,neighborhood,2013-06,1800
Ridgewood,Queens,neighborhood,2013-07,2050
Ridgewood,Queens,neighborhood,2013-08,1900
Ridgewood,Queens,neighborhood,2013-09,1750
Ridgewood,Queens,neighborhood,2013-10,2600
Ridgewood,Queens,neighborhood,2013-11,2600
Ridgewood,Queens,neighborhood,2013-12,2600
Ridgewood,Queens,neighborhood,2014-01,2250
Ridgewood,Queens,neighborhood,2014-02,2000
Ridgewood,Queens,neighborhood,2014-03,2145
Ridgewood,Queens,neighborhood,2014-04,2025
Ridgewood,Queens,neighborhood,2014-05,2300
Ridgewood,Queens,neighborhood,2014-06,2070
Ridgewood,Queens,neighborhood,2014-07,2090
Ridgewood,Queens,neighborhood,2014-08,2248
Ridgewood,Queens,neighborhood,2014-09,2200
Ridgewood,Queens,neighborhood,2014-10,2200
Ridgewood,Queens,neighborhood,2014-11,2200
Ridgewood,Queens,neighborhood,2014-12,2200
Ridgewood,Queens,neighborhood,2015-01,2200
Ridgewood,Queens,neighborhood,2015-02,2200
Ridgewood,Queens,neighborhood,2015-03,2300
Ridgewood,Queens,neighborhood,2015-04,2295
Ridgewood,Queens,neighborhood,2015-05,2500
Ridgewood,Queens,neighborhood,2015-06,2395
Ridgewood,Queens,neighborhood,2015-07,2263
Ridgewood,Queens,neighborhood,2015-08,2400
Ridgewood,Queens,neighborhood,2015-09,2295
Ridgewood,Queens,neighborhood,2015-10,2250
Ridgewood,Queens,neighborhood,2015-11,2275
Ridgewood,Queens,neighborhood,2015-12,2300
Ridgewood,Queens,neighborhood,2016-01,2300
Ridgewood,Queens,neighborhood,2016-02,2500
Ridgewood,Queens,neighborhood,2016-03,2400
Ridgewood,Queens,neighborhood,2016-04,2500
Ridgewood,Queens,neighborhood,2016-05,2600
Ridgewood,Queens,neighborhood,2016-06,2500
Ridgewood,Queens,neighborhood,2016-07,2500
Ridgewood,Queens,neighborhood,2016-08,2499
Ridgewood,Queens,neighborhood,2016-09,2500
Ridgewood,Queens,neighborhood,2016-10,2350
Ridgewood,Queens,neighborhood,2016-11,2350
Ridgewood,Queens,neighborhood,2016-12,2397
Ridgewood,Queens,neighborhood,2017-01,2495
Ridgewood,Queens,neighborhood,2017-02,2495
Ridgewood,Queens,neighborhood,2017-03,2500
Ridgewood,Queens,neighborhood,2017-04,2499
Ridgewood,Queens,neighborhood,2017-05,2500
Ridgewood,Queens,neighborhood,2017-06,2599
Ridgewood,Queens,neighborhood,2017-07,2600
Ridgewood,Queens,neighborhood,2017-08,2550
Ridgewood,Queens,neighborhood,2017-09,2400
Ridgewood,Queens,neighborhood,2017-10,2300
Ridgewood,Queens,neighborhood,2017-11,2250
Ridgewood,Queens,neighborhood,2017-12,2385
Ridgewood,Queens,neighborhood,2018-01,2386
Ridgewood,Queens,neighborhood,2018-02,2400
Ridgewood,Queens,neighborhood,2018-03,2450
Ridgewood,Queens,neighborhood,2018-04,2499
Ridgewood,Queens,neighborhood,2018-05,2564
Ridgewood,Queens,neighborhood,2018-06,2550
Ridgewood,Queens,neighborhood,2018-07,2600
Ridgewood,Queens,neighborhood,2018-08,2600
Ridgewood,Queens,neighborhood,2018-09,2499
Ridgewood,Queens,neighborhood,2018-10,2500
Ridgewood,Queens,neighborhood,2018-11,2495
Ridgewood,Queens,neighborhood,2018-12,2400
Ridgewood,Queens,neighborhood,2019-01,2375
Ridgewood,Queens,neighborhood,2019-02,2300
Ridgewood,Queens,neighborhood,2019-03,2400
Ridgewood,Queens,neighborhood,2019-04,2500
Ridgewood,Queens,neighborhood,2019-05,2599
Ridgewood,Queens,neighborhood,2019-06,2673
Ridgewood,Queens,neighborhood,2019-07,2700
Ridgewood,Queens,neighborhood,2019-08,2700
Ridgewood,Queens,neighborhood,2019-09,2500
Ridgewood,Queens,neighborhood,2019-10,2500
Ridgewood,Queens,neighborhood,2019-11,2497
Ridgewood,Queens,neighborhood,2019-12,2400
Ridgewood,Queens,neighborhood,2020-01,2500
Ridgewood,Queens,neighborhood,2020-02,2500
Ridgewood,Queens,neighborhood,2020-03,2474
Ridgewood,Queens,neighborhood,2020-04,2500
Ridgewood,Queens,neighborhood,2020-05,2525
Ridgewood,Queens,neighborhood,2020-06,2540
Ridgewood,Queens,neighborhood,2020-07,2500
Ridgewood,Queens,neighborhood,2020-08,2425
Ridgewood,Queens,neighborhood,2020-09,2397
Ridgewood,Queens,neighborhood,2020-10,2299
Ridgewood,Queens,neighborhood,2020-11,2250
Ridgewood,Queens,neighborhood,2020-12,2250
Ridgewood,Queens,neighborhood,2021-01,2250
Ridgewood,Queens,neighborhood,2021-02,2200
Ridgewood,Queens,neighborhood,2021-03,2200
Ridgewood,Queens,neighborhood,2021-04,2200
Ridgewood,Queens,neighborhood,2021-05,2299
Ridgewood,Queens,neighborhood,2021-06,2400
Ridgewood,Queens,neighborhood,2021-07,2500
Ridgewood,Queens,neighborhood,2021-08,2600
Riverdale,Bronx,neighborhood,2010-01,1800
Riverdale,Bronx,neighborhood,2010-02,1750
Riverdale,Bronx,neighborhood,2010-03,1675
Riverdale,Bronx,neighborhood,2010-04,1800
Riverdale,Bronx,neighborhood,2010-05,1900
Riverdale,Bronx,neighborhood,2010-06,2000
Riverdale,Bronx,neighborhood,2010-07,2200
Riverdale,Bronx,neighborhood,2010-08,2525
Riverdale,Bronx,neighborhood,2010-09,2200
Riverdale,Bronx,neighborhood,2010-10,1925
Riverdale,Bronx,neighborhood,2010-11,2000
Riverdale,Bronx,neighborhood,2010-12,2000
Riverdale,Bronx,neighborhood,2011-01,1775
Riverdale,Bronx,neighborhood,2011-02,1600
Riverdale,Bronx,neighborhood,2011-03,2125
Riverdale,Bronx,neighborhood,2011-04,2100
Riverdale,Bronx,neighborhood,2011-05,2023
Riverdale,Bronx,neighborhood,2011-06,2100
Riverdale,Bronx,neighborhood,2011-07,1938
Riverdale,Bronx,neighborhood,2011-08,1850
Riverdale,Bronx,neighborhood,2011-09,1750
Riverdale,Bronx,neighborhood,2011-10,1973
Riverdale,Bronx,neighborhood,2011-11,1950
Riverdale,Bronx,neighborhood,2011-12,1750
Riverdale,Bronx,neighborhood,2012-01,1750
Riverdale,Bronx,neighborhood,2012-02,1800
Riverdale,Bronx,neighborhood,2012-03,1800
Riverdale,Bronx,neighborhood,2012-04,1895
Riverdale,Bronx,neighborhood,2012-05,1800
Riverdale,Bronx,neighborhood,2012-06,1750
Riverdale,Bronx,neighborhood,2012-07,1800
Riverdale,Bronx,neighborhood,2012-08,1810
Riverdale,Bronx,neighborhood,2012-09,1999
Riverdale,Bronx,neighborhood,2012-10,1873
Riverdale,Bronx,neighborhood,2012-11,1850
Riverdale,Bronx,neighborhood,2012-12,1800
Riverdale,Bronx,neighborhood,2013-01,1800
Riverdale,Bronx,neighborhood,2013-02,1800
Riverdale,Bronx,neighborhood,2013-03,1825
Riverdale,Bronx,neighborhood,2013-04,1838
Riverdale,Bronx,neighborhood,2013-05,1938
Riverdale,Bronx,neighborhood,2013-06,1875
Riverdale,Bronx,neighborhood,2013-07,1999
Riverdale,Bronx,neighborhood,2013-08,2025
Riverdale,Bronx,neighborhood,2013-09,2175
Riverdale,Bronx,neighborhood,2013-10,1975
Riverdale,Bronx,neighborhood,2013-11,2062
Riverdale,Bronx,neighborhood,2013-12,1950
Riverdale,Bronx,neighborhood,2014-01,1850
Riverdale,Bronx,neighborhood,2014-02,1898
Riverdale,Bronx,neighborhood,2014-03,2000
Riverdale,Bronx,neighborhood,2014-04,2050
Riverdale,Bronx,neighborhood,2014-05,2050
Riverdale,Bronx,neighborhood,2014-06,2100
Riverdale,Bronx,neighborhood,2014-07,2108
Riverdale,Bronx,neighborhood,2014-08,2100
Riverdale,Bronx,neighborhood,2014-09,2108
Riverdale,Bronx,neighborhood,2014-10,2100
Riverdale,Bronx,neighborhood,2014-11,2098
Riverdale,Bronx,neighborhood,2014-12,2100
Riverdale,Bronx,neighborhood,2015-01,2100
Riverdale,Bronx,neighborhood,2015-02,2175
Riverdale,Bronx,neighborhood,2015-03,2100
Riverdale,Bronx,neighborhood,2015-04,2100
Riverdale,Bronx,neighborhood,2015-05,2098
Riverdale,Bronx,neighborhood,2015-06,2173
Riverdale,Bronx,neighborhood,2015-07,2200
Riverdale,Bronx,neighborhood,2015-08,2200
Riverdale,Bronx,neighborhood,2015-09,2100
Riverdale,Bronx,neighborhood,2015-10,2100
Riverdale,Bronx,neighborhood,2015-11,2150
Riverdale,Bronx,neighborhood,2015-12,2200
Riverdale,Bronx,neighborhood,2016-01,2050
Riverdale,Bronx,neighborhood,2016-02,2000
Riverdale,Bronx,neighborhood,2016-03,2000
Riverdale,Bronx,neighborhood,2016-04,2025
Riverdale,Bronx,neighborhood,2016-05,2195
Riverdale,Bronx,neighborhood,2016-06,2150
Riverdale,Bronx,neighborhood,2016-07,2200
Riverdale,Bronx,neighborhood,2016-08,2291
Riverdale,Bronx,neighborhood,2016-09,2300
Riverdale,Bronx,neighborhood,2016-10,2100
Riverdale,Bronx,neighborhood,2016-11,2200
Riverdale,Bronx,neighborhood,2016-12,2200
Riverdale,Bronx,neighborhood,2017-01,2008
Riverdale,Bronx,neighborhood,2017-02,2000
Riverdale,Bronx,neighborhood,2017-03,2000
Riverdale,Bronx,neighborhood,2017-04,2098
Riverdale,Bronx,neighborhood,2017-05,2073
Riverdale,Bronx,neighborhood,2017-06,2125
Riverdale,Bronx,neighborhood,2017-07,2200
Riverdale,Bronx,neighborhood,2017-08,2200
Riverdale,Bronx,neighborhood,2017-09,2150
Riverdale,Bronx,neighborhood,2017-10,2100
Riverdale,Bronx,neighborhood,2017-11,2048
Riverdale,Bronx,neighborhood,2017-12,2048
Riverdale,Bronx,neighborhood,2018-01,2130
Riverdale,Bronx,neighborhood,2018-02,2200
Riverdale,Bronx,neighborhood,2018-03,2295
Riverdale,Bronx,neighborhood,2018-04,2395
Riverdale,Bronx,neighborhood,2018-05,2250
Riverdale,Bronx,neighborhood,2018-06,2320
Riverdale,Bronx,neighborhood,2018-07,2250
Riverdale,Bronx,neighborhood,2018-08,2160
Riverdale,Bronx,neighborhood,2018-09,2199
Riverdale,Bronx,neighborhood,2018-10,2150
Riverdale,Bronx,neighborhood,2018-11,2200
Riverdale,Bronx,neighborhood,2018-12,2300
Riverdale,Bronx,neighborhood,2019-01,2250
Riverdale,Bronx,neighborhood,2019-02,2200
Riverdale,Bronx,neighborhood,2019-03,2200
Riverdale,Bronx,neighborhood,2019-04,2200
Riverdale,Bronx,neighborhood,2019-05,2200
Riverdale,Bronx,neighborhood,2019-06,2200
Riverdale,Bronx,neighborhood,2019-07,2297
Riverdale,Bronx,neighborhood,2019-08,2300
Riverdale,Bronx,neighborhood,2019-09,2295
Riverdale,Bronx,neighborhood,2019-10,2300
Riverdale,Bronx,neighborhood,2019-11,2300
Riverdale,Bronx,neighborhood,2019-12,2300
Riverdale,Bronx,neighborhood,2020-01,2380
Riverdale,Bronx,neighborhood,2020-02,2398
Riverdale,Bronx,neighborhood,2020-03,2400
Riverdale,Bronx,neighborhood,2020-04,2473
Riverdale,Bronx,neighborhood,2020-05,2350
Riverdale,Bronx,neighborhood,2020-06,2385
Riverdale,Bronx,neighborhood,2020-07,2450
Riverdale,Bronx,neighborhood,2020-08,2450
Riverdale,Bronx,neighborhood,2020-09,2473
Riverdale,Bronx,neighborhood,2020-10,2395
Riverdale,Bronx,neighborhood,2020-11,2300
Riverdale,Bronx,neighborhood,2020-12,2250
Riverdale,Bronx,neighborhood,2021-01,2293
Riverdale,Bronx,neighborhood,2021-02,2347
Riverdale,Bronx,neighborhood,2021-03,2215
Riverdale,Bronx,neighborhood,2021-04,2250
Riverdale,Bronx,neighborhood,2021-05,2300
Riverdale,Bronx,neighborhood,2021-06,2397
Riverdale,Bronx,neighborhood,2021-07,2360
Riverdale,Bronx,neighborhood,2021-08,2499
Rockaway All,Queens,neighborhood,2010-10,1650
Rockaway All,Queens,neighborhood,2010-11,1650
Rockaway All,Queens,neighborhood,2013-07,1450
Rockaway All,Queens,neighborhood,2013-08,1282
Rockaway All,Queens,neighborhood,2013-09,1399
Rockaway All,Queens,neighborhood,2013-10,1399
Rockaway All,Queens,neighborhood,2013-11,1350
Rockaway All,Queens,neighborhood,2013-12,1300
Rockaway All,Queens,neighborhood,2014-01,1350
Rockaway All,Queens,neighborhood,2014-02,1475
Rockaway All,Queens,neighborhood,2014-03,1350
Rockaway All,Queens,neighborhood,2014-04,1350
Rockaway All,Queens,neighborhood,2014-05,1399
Rockaway All,Queens,neighborhood,2014-06,1387
Rockaway All,Queens,neighborhood,2014-07,1425
Rockaway All,Queens,neighborhood,2014-08,1540
Rockaway All,Queens,neighborhood,2014-09,1399
Rockaway All,Queens,neighborhood,2014-10,1550
Rockaway All,Queens,neighborhood,2014-11,1563
Rockaway All,Queens,neighborhood,2014-12,1475
Rockaway All,Queens,neighborhood,2015-01,1530
Rockaway All,Queens,neighborhood,2015-02,1550
Rockaway All,Queens,neighborhood,2015-03,1450
Rockaway All,Queens,neighborhood,2015-04,1488
Rockaway All,Queens,neighborhood,2015-05,1590
Rockaway All,Queens,neighborhood,2015-06,1550
Rockaway All,Queens,neighborhood,2015-07,1488
Rockaway All,Queens,neighborhood,2015-08,1550
Rockaway All,Queens,neighborhood,2015-09,1500
Rockaway All,Queens,neighborhood,2015-10,1450
Rockaway All,Queens,neighborhood,2015-11,1625
Rockaway All,Queens,neighborhood,2015-12,1449
Rockaway All,Queens,neighborhood,2016-01,1413
Rockaway All,Queens,neighborhood,2016-02,1462
Rockaway All,Queens,neighborhood,2016-03,1450
Rockaway All,Queens,neighborhood,2016-04,1500
Rockaway All,Queens,neighborhood,2016-05,1950
Rockaway All,Queens,neighborhood,2016-06,1850
Rockaway All,Queens,neighborhood,2016-07,1850
Rockaway All,Queens,neighborhood,2016-08,1900
Rockaway All,Queens,neighborhood,2016-09,1900
Rockaway All,Queens,neighborhood,2016-10,1900
Rockaway All,Queens,neighborhood,2016-11,1900
Rockaway All,Queens,neighborhood,2016-12,1875
Rockaway All,Queens,neighborhood,2017-01,1800
Rockaway All,Queens,neighborhood,2017-02,1825
Rockaway All,Queens,neighborhood,2017-03,1775
Rockaway All,Queens,neighborhood,2017-04,1625
Rockaway All,Queens,neighborhood,2017-05,1737
Rockaway All,Queens,neighborhood,2017-06,1897
Rockaway All,Queens,neighborhood,2017-07,1825
Rockaway All,Queens,neighborhood,2017-08,1725
Rockaway All,Queens,neighborhood,2017-09,1763
Rockaway All,Queens,neighborhood,2017-10,1750
Rockaway All,Queens,neighborhood,2017-11,1900
Rockaway All,Queens,neighborhood,2017-12,1848
Rockaway All,Queens,neighborhood,2018-01,2123
Rockaway All,Queens,neighborhood,2018-02,1799
Rockaway All,Queens,neighborhood,2018-03,2300
Rockaway All,Queens,neighborhood,2018-04,2300
Rockaway All,Queens,neighborhood,2018-05,1975
Rockaway All,Queens,neighborhood,2018-06,1913
Rockaway All,Queens,neighborhood,2018-07,2088
Rockaway All,Queens,neighborhood,2018-08,1890
Rockaway All,Queens,neighborhood,2018-09,1890
Rockaway All,Queens,neighborhood,2018-10,1900
Rockaway All,Queens,neighborhood,2018-11,2035
Rockaway All,Queens,neighborhood,2018-12,2000
Rockaway All,Queens,neighborhood,2019-01,1900
Rockaway All,Queens,neighborhood,2019-02,1900
Rockaway All,Queens,neighborhood,2019-03,1850
Rockaway All,Queens,neighborhood,2019-04,1997
Rockaway All,Queens,neighborhood,2019-05,1895
Rockaway All,Queens,neighborhood,2019-06,2050
Rockaway All,Queens,neighborhood,2019-07,2050
Rockaway All,Queens,neighborhood,2019-08,2065
Rockaway All,Queens,neighborhood,2019-09,1999
Rockaway All,Queens,neighborhood,2019-10,2000
Rockaway All,Queens,neighborhood,2019-11,1997
Rockaway All,Queens,neighborhood,2019-12,2000
Rockaway All,Queens,neighborhood,2020-01,1942
Rockaway All,Queens,neighborhood,2020-02,1800
Rockaway All,Queens,neighborhood,2020-03,1800
Rockaway All,Queens,neighborhood,2020-04,1800
Rockaway All,Queens,neighborhood,2020-05,1998
Rockaway All,Queens,neighborhood,2020-06,1825
Rockaway All,Queens,neighborhood,2020-07,1925
Rockaway All,Queens,neighborhood,2020-08,1900
Rockaway All,Queens,neighborhood,2020-09,1857
Rockaway All,Queens,neighborhood,2020-10,1900
Rockaway All,Queens,neighborhood,2020-11,1900
Rockaway All,Queens,neighborhood,2020-12,2050
Rockaway All,Queens,neighborhood,2021-01,1824
Rockaway All,Queens,neighborhood,2021-02,1825
Rockaway All,Queens,neighborhood,2021-03,1750
Rockaway All,Queens,neighborhood,2021-04,1825
Rockaway All,Queens,neighborhood,2021-05,2017
Rockaway All,Queens,neighborhood,2021-06,2050
Rockaway All,Queens,neighborhood,2021-07,2000
Rockaway All,Queens,neighborhood,2021-08,2175
Roosevelt Island,Manhattan,neighborhood,2010-01,2577
Roosevelt Island,Manhattan,neighborhood,2010-02,2555
Roosevelt Island,Manhattan,neighborhood,2010-03,2404
Roosevelt Island,Manhattan,neighborhood,2010-04,2570
Roosevelt Island,Manhattan,neighborhood,2010-05,2585
Roosevelt Island,Manhattan,neighborhood,2010-06,2500
Roosevelt Island,Manhattan,neighborhood,2010-07,2600
Roosevelt Island,Manhattan,neighborhood,2010-08,2646
Roosevelt Island,Manhattan,neighborhood,2010-09,2600
Roosevelt Island,Manhattan,neighborhood,2010-10,2975
Roosevelt Island,Manhattan,neighborhood,2010-11,2600
Roosevelt Island,Manhattan,neighborhood,2010-12,2425
Roosevelt Island,Manhattan,neighborhood,2011-01,2313
